"ROC_observed_outcome","ROC_observed_corrected","sum_low_risk","sum_medium_risk","sum_high_risk","sum_outcome_observed","sum_outcome_true","sum_high_risk_observed","sum_high_risk_true","sum_medium_risk_observed","sum_medium_risk_true","sum_low_risk_observed","sum_low_risk_true","mean_age_low_risk_true","mean_age_medium_risk_true","mean_age_high_risk_true"
0.74421094369548,0.803228866608658,713,346,232,30,71,16,20,7,13,7,38,42.2213587541649,41.3889736259366,43.5635025489192
0.820777160983347,0.852212633190453,726,332,233,30,48,17,15,8,15,5,18,42.2213587541649,41.3889736259366,43.5635025489192
0.763253012048193,0.797455848314223,712,329,250,46,46,24,20,11,10,11,16,42.2213587541649,41.3889736259366,43.5635025489192
0.72587370929309,0.771219897704669,702,349,240,32,54,14,16,8,10,10,28,42.2213587541649,41.3889736259366,43.5635025489192
0.768278446792824,0.792898083786299,745,333,213,39,27,19,7,13,5,7,15,42.2213587541649,41.3889736259366,43.5635025489192
0.737330135891287,0.76856413985581,746,339,206,40,57,18,9,15,22,7,26,42.2213587541649,41.3889736259366,43.5635025489192
0.747076888080073,0.799223998030609,735,355,201,35,45,19,13,9,10,7,22,42.2213587541649,41.3889736259366,43.5635025489192
0.73329143669053,0.783718619593737,699,366,226,29,66,13,15,9,18,7,33,42.2213587541649,41.3889736259366,43.5635025489192
0.748571848615953,0.780648016788539,729,349,213,38,23,19,6,11,7,8,10,42.2213587541649,41.3889736259366,43.5635025489192
0.696566777231309,0.731602587840822,725,342,224,42,29,19,9,10,6,13,14,42.2213587541649,41.3889736259366,43.5635025489192
0.708894449499545,0.748224083585598,711,345,235,35,41,14,17,10,10,11,14,42.2213587541649,41.3889736259366,43.5635025489192
0.724783395836027,0.760881514488968,729,339,223,37,55,15,13,15,19,7,23,42.2213587541649,41.3889736259366,43.5635025489192
0.702752678333143,0.782754186695366,697,342,252,42,142,19,36,11,45,12,61,42.2213587541649,41.3889736259366,43.5635025489192
0.688508642582125,0.715561998011114,733,354,204,39,27,14,6,12,8,13,13,42.2213587541649,41.3889736259366,43.5635025489192
0.794513457556936,0.833827036659675,699,351,241,49,82,32,29,9,14,8,39,42.2213587541649,41.3889736259366,43.5635025489192
0.673293903548681,0.70565901890814,733,355,203,35,23,13,8,14,6,8,9,42.2213587541649,41.3889736259366,43.5635025489192
0.761161071143086,0.8137908970883,721,340,230,40,85,22,26,10,24,8,35,42.2213587541649,41.3889736259366,43.5635025489192
0.6833052025417,0.709317698955902,713,346,232,32,60,5,13,16,20,11,27,42.2213587541649,41.3889736259366,43.5635025489192
0.697403693407466,0.737531670073308,709,341,241,32,26,14,7,6,7,12,12,42.2213587541649,41.3889736259366,43.5635025489192
0.786577373638076,0.830838602302994,717,348,226,39,64,24,21,8,18,7,25,42.2213587541649,41.3889736259366,43.5635025489192
0.750887170154686,0.789035805859921,749,324,218,35,47,17,14,11,15,7,18,42.2213587541649,41.3889736259366,43.5635025489192
0.765972780906409,0.829851532140068,701,370,220,48,128,26,32,15,39,7,57,42.2213587541649,41.3889736259366,43.5635025489192
0.780425386715196,0.821388516774248,710,351,230,35,37,21,13,8,10,6,14,42.2213587541649,41.3889736259366,43.5635025489192
0.719399756374176,0.771444946545358,718,364,209,38,40,17,12,12,10,9,18,42.2213587541649,41.3889736259366,43.5635025489192
0.73255063542494,0.799614367963633,708,358,225,32,46,18,16,7,7,7,23,42.2213587541649,41.3889736259366,43.5635025489192
0.70763723150358,0.73070520531104,706,368,217,34,68,11,15,12,15,11,38,42.2213587541649,41.3889736259366,43.5635025489192
0.7534503793511,0.790350952126145,699,368,224,42,83,20,20,15,24,7,39,42.2213587541649,41.3889736259366,43.5635025489192
0.782826261008807,0.823991321717122,705,362,224,42,50,22,19,13,16,7,15,42.2213587541649,41.3889736259366,43.5635025489192
0.734114183307732,0.766376001123438,685,364,242,31,62,17,21,7,19,7,22,42.2213587541649,41.3889736259366,43.5635025489192
0.745223820943245,0.798840545673429,691,358,242,40,44,22,18,8,9,10,17,42.2213587541649,41.3889736259366,43.5635025489192
0.76358844037468,0.8065413163725,761,328,202,38,58,17,16,11,12,10,30,42.2213587541649,41.3889736259366,43.5635025489192
0.755853447029917,0.780083402791454,722,340,229,33,38,19,10,9,7,5,21,42.2213587541649,41.3889736259366,43.5635025489192
0.73533173461231,0.780709874243811,716,352,223,40,26,21,5,10,7,9,14,42.2213587541649,41.3889736259366,43.5635025489192
0.760031720856463,0.803417335326036,735,348,208,30,83,16,19,7,22,7,42,42.2213587541649,41.3889736259366,43.5635025489192
0.784100021870672,0.826875940867654,710,374,207,44,71,23,21,14,22,7,28,42.2213587541649,41.3889736259366,43.5635025489192
0.755312339989759,0.784959267249448,736,333,222,31,44,14,15,10,9,7,20,42.2213587541649,41.3889736259366,43.5635025489192
0.78536169244768,0.84271767288873,731,321,239,35,72,21,23,7,17,7,32,42.2213587541649,41.3889736259366,43.5635025489192
0.712769784172662,0.752996701580633,754,327,210,40,69,14,16,15,15,11,38,42.2213587541649,41.3889736259366,43.5635025489192
0.720225624496374,0.765851268481476,728,364,199,50,62,24,21,8,12,18,29,42.2213587541649,41.3889736259366,43.5635025489192
0.774390243902439,0.807181969237782,716,358,217,41,46,21,13,14,12,6,21,42.2213587541649,41.3889736259366,43.5635025489192
0.706336528221512,0.756923788961227,720,336,235,39,44,17,11,12,13,10,20,42.2213587541649,41.3889736259366,43.5635025489192
0.73465439017881,0.78037847805683,712,348,231,42,54,23,16,9,14,10,24,42.2213587541649,41.3889736259366,43.5635025489192
0.676298960831335,0.726981058124274,715,359,217,40,63,15,12,14,23,11,28,42.2213587541649,41.3889736259366,43.5635025489192
0.672843839206327,0.726323846385087,724,342,225,34,37,14,10,12,11,8,16,42.2213587541649,41.3889736259366,43.5635025489192
0.756493050680893,0.829408351425629,747,353,191,34,92,17,21,9,29,8,42,42.2213587541649,41.3889736259366,43.5635025489192
0.796790809948705,0.840028606892736,761,318,212,37,111,16,25,17,25,4,61,42.2213587541649,41.3889736259366,43.5635025489192
0.727660675029096,0.763101058809528,697,367,227,37,37,18,10,10,10,9,17,42.2213587541649,41.3889736259366,43.5635025489192
0.741871530531324,0.784675088927453,754,320,217,30,35,14,9,8,9,8,17,42.2213587541649,41.3889736259366,43.5635025489192
0.713759213759214,0.742281779421202,708,346,237,33,26,14,6,10,9,9,11,42.2213587541649,41.3889736259366,43.5635025489192
0.741795969324059,0.777490735478673,742,323,226,45,62,24,16,11,15,10,31,42.2213587541649,41.3889736259366,43.5635025489192
0.797201103160405,0.832393071739179,719,341,231,43,26,28,10,9,9,6,7,42.2213587541649,41.3889736259366,43.5635025489192
0.738943488943489,0.76836337199987,727,362,202,37,21,14,7,16,7,7,7,42.2213587541649,41.3889736259366,43.5635025489192
0.754713372315427,0.800860443265163,731,358,202,29,59,13,10,11,22,5,27,42.2213587541649,41.3889736259366,43.5635025489192
0.756263431738491,0.808742821464932,734,318,239,28,58,17,18,6,17,5,23,42.2213587541649,41.3889736259366,43.5635025489192
0.71458143767061,0.73887702685508,715,330,246,35,32,16,8,13,7,6,17,42.2213587541649,41.3889736259366,43.5635025489192
0.723160975609756,0.760673927758586,750,310,231,41,86,19,26,9,19,13,41,42.2213587541649,41.3889736259366,43.5635025489192
0.688424947145877,0.729219477988552,714,364,213,44,25,19,8,12,8,13,9,42.2213587541649,41.3889736259366,43.5635025489192
0.712444501918186,0.766772010066979,748,315,228,37,51,17,15,8,7,12,29,42.2213587541649,41.3889736259366,43.5635025489192
0.725327640984909,0.78758588392551,744,334,213,32,104,14,26,10,32,8,46,42.2213587541649,41.3889736259366,43.5635025489192
